21_05_,21_04_,20_09_,20_10_,Average Performance (Whole Season),Median Performance (Whole Season),time
-4.291666666666667,-7.583333333333334,,-6.666666666666666,-6.1805555555555545,-6.423611111111111,32
-5.083333333333334,-8.166666666666668,,-5.833333333333334,-6.361111111111112,-6.097222222222223,33
-5.5,-8.722222222222221,,-5.25,-6.4907407407407405,-5.99537037037037,34
-5.666666666666667,-9.611111111111112,,-5.0,-6.7592592592592595,-6.212962962962964,35
-5.541666666666667,-10.444444444444443,,-4.722222222222222,-6.902777777777778,-6.222222222222222,36
-5.666666666666667,-10.666666666666666,,-5.0,-7.111111111111111,-6.388888888888889,37
-5.666666666666667,-10.5,,-5.777777777777778,-7.314814814814816,-6.546296296296297,38
-5.444444444444444,-10.222222222222221,,-6.166666666666667,-7.277777777777778,-6.722222222222222,39
-5.0,-9.916666666666668,,-5.333333333333334,-6.75,-6.041666666666667,40
-4.666666666666667,-9.833333333333334,,-3.8333333333333335,-6.111111111111111,-5.388888888888889,41
-4.0,-9.75,,-3.5,-5.75,-4.875,42
-4.222222222222222,-9.541666666666666,,-3.875,-5.87962962962963,-5.050925925925926,43
-5.5,-10.375,,-5.222222222222222,-7.032407407407407,-6.266203703703704,44
-7.0,-10.888888888888891,,-6.388888888888888,-8.092592592592593,-7.546296296296297,45
-8.0,-11.416666666666666,,-7.166666666666666,-8.861111111111109,-8.430555555555554,46
-8.055555555555555,-12.5,,-7.5,-9.351851851851853,-8.703703703703704,47
-7.2333333333333325,-13.666666666666666,,-7.5,-9.466666666666667,-8.483333333333334,48
-6.0,-14.416666666666668,,-7.416666666666666,-9.277777777777779,-8.347222222222221,49
-5.416666666666666,-15.166666666666666,,-7.583333333333334,-9.388888888888888,-8.48611111111111,50
-5.833333333333333,-16.25,,-8.0,-10.027777777777777,-9.01388888888889,51
-6.0,-17.0,,-8.541666666666666,-10.513888888888888,-9.527777777777777,52
-5.666666666666667,-17.5,,-8.722222222222221,-10.62962962962963,-9.675925925925926,53
-5.388888888888888,-18.25,,-8.555555555555555,-10.731481481481481,-9.643518518518519,54
-5.888888888888889,-19.0,,-9.333333333333334,-11.407407407407407,-10.37037037037037,55
-6.166666666666667,-19.416666666666664,,-10.902777777777779,-12.162037037037038,-11.532407407407408,56
-5.916666666666667,-19.666666666666668,,-9.833333333333334,-11.805555555555557,-10.819444444444446,57
-5.125,-19.633333333333333,,-9.55,-11.436111111111112,-10.493055555555557,58
-4.416666666666666,-19.75,,,-12.083333333333332,-12.083333333333332,59
